store,sale.date,tran.type,tran.number,tran.item.number,sku,category,qty,unit.cost,sale.amount,unit.original.retail,gross.margin,price.category,loyalty.member,customer.id
102,45049,Sale,25411,2,274978,Tops,1,14.48,42.6,50.4,0.66,Coupon,0,C99999
102,45049,Sale,25412,1,292571,Travel,1,23.54,85,95,0.7231,Coupon,1,C41907
102,45049,Sale,25413,1,295270,Travel,1,24.8,74,95,0.6649,Coupon,0,C99999
102,45049,Sale,25414,1,283370,Sleeping Gear,1,54.76,182,204,0.6991,Coupon,1,C41550
102,45049,Sale,25414,2,285153,Footwear,1,32.95,89,116,0.6298,Coupon,1,C41550
102,45049,Sale,25415,1,285505,Travel,1,25.12,78,98,0.6779,Markdown,0,C99999
102,45049,Sale,25416,1,283211,Backpacks,1,23.04,64,84,0.64,Coupon,1,C41504
102,45049,Sale,25416,2,285303,Backpacks,1,24.62,72,95,0.6581,Coupon,1,C41504
102,45049,Sale,25417,2,287772,Sleeping Gear,1,35.48,120,154,0.7043,Coupon,0,C99999
102,45050,Sale,25418,1,283344,Jackets,1,21.76,75,84,0.7099,Coupon,1,C41107
102,45050,Sale,25419,1,283363,Jackets,1,22.86,72,84,0.6825,Coupon,1,C41542
102,45050,Sale,25420,5,285839,Jackets,1,22.26,84,84,0.735,Full Price,0,C99999
102,45050,Sale,25421,1,283210,Backpacks,1,23.04,63,84,0.6343,Coupon,1,C41414
102,45050,Sale,25421,2,283216,Backpacks,1,22.86,63,84,0.6371,Coupon,1,C41414
102,45050,Sale,25421,3,285502,Travel,1,25.12,72,98,0.6511,Markdown,1,C41414
102,45050,Sale,25421,4,285506,Travel,1,25.12,73,98,0.6559,Markdown,1,C41414
102,45050,Sale,25421,5,281476,Jackets,1,20.68,60,77,0.6553,Coupon,1,C41414
102,45050,Sale,25421,6,285641,Backpacks,1,22.62,64,84,0.6466,Coupon,1,C41414
102,45050,Sale,25422,1,292601,Jackets,1,20.72,60,88,0.6547,Markdown,1,C40538
102,45050,Sale,25423,1,278466,Travel,1,23.84,84,95,0.7162,Markdown,0,C99999
102,45050,Sale,25424,1,283341,Jackets,1,21.76,58,84,0.6248,Coupon,1,C41288
102,45050,Sale,25424,2,281460,Travel,1,25.52,71,102,0.6406,Coupon,1,C41288
102,45050,Sale,25425,1,281477,Jackets,1,20.68,77,77,0.7314,Full Price,1,C42175
102,45050,Sale,25426,1,295982,Footwear,1,32.56,90,101,0.6382,Coupon,0,C99999
102,45050,Sale,25427,2,295129,Travel,1,24.8,66,95,0.6242,Coupon,0,C99999
102,45050,Sale,25427,3,294940,Bottoms,1,13.58,37.8,53.9,0.6407,Coupon,0,C99999
102,45050,Sale,25428,1,283372,Sleeping Gear,1,54.76,142,204,0.6144,Coupon,1,C42133
102,45050,Sale,25428,2,285288,Backpacks,1,21.58,58,84,0.6279,Coupon,1,C42133
102,45050,Sale,25429,1,283340,Jackets,1,21.76,58,84,0.6248,Coupon,1,C42249
102,45050,Sale,25429,2,285581,Backpacks,1,24.14,65,95,0.6286,Coupon,1,C42249
102,45050,Sale,25429,3,301563,Jackets,1,25.52,65,95,0.6074,Coupon,1,C42249
102,45050,Sale,25429,4,295708,Backpacks,1,20.5,76,84,0.7303,Coupon,1,C42249
102,45050,Sale,25429,5,281560,Backpacks,1,21.84,58,88,0.6234,Markdown,1,C42249
102,45050,Sale,25430,1,295707,Backpacks,1,20.5,76,84,0.7303,Coupon,0,C99999
102,45050,Sale,25430,2,295764,Backpacks,1,22.4,64,84,0.65,Coupon,0,C99999
102,45050,Sale,25431,1,285586,Bottoms,1,14.07,48.3,53.9,0.7087,Coupon,0,C99999
102,45050,Sale,25432,1,283340,Jackets,1,21.76,63,84,0.6546,Coupon,1,C42226
102,45050,Sale,25432,2,295765,Backpacks,1,22.4,63,84,0.6444,Coupon,1,C42226
102,45050,Sale,25433,1,285476,Bottoms,1,12.42,42,46.9,0.7043,Coupon,1,C41331
102,45050,Sale,25434,1,281471,Jackets,1,22.64,73,84,0.6899,Coupon,0,C99999
102,45050,Sale,25435,1,283341,Jackets,1,21.76,63,84,0.6546,Coupon,1,C41206
102,45050,Sale,25435,2,283211,Backpacks,1,23.04,63,84,0.6343,Coupon,1,C41206
102,45050,Sale,25436,1,278521,Jackets,2,22.28,121,84,0.6317,Coupon,1,C41462
102,45050,Sale,25436,2,295268,Travel,1,24.8,73,95,0.6603,Coupon,1,C41462
102,45050,Sale,25436,3,295710,Backpacks,1,20.5,58,84,0.6466,Coupon,1,C41462
102,45050,Sale,25436,4,285533,Footwear,1,39.18,96,126,0.5919,Coupon,1,C41462
102,45050,Sale,25436,5,294943,Bottoms,1,13.58,37.1,53.9,0.634,Coupon,1,C41462
102,45050,Sale,25437,1,267630,Jackets,1,23.54,23.98,84,0.0183,Clearance,0,C99999
102,45050,Sale,25438,1,285586,Bottoms,1,14.07,40.6,53.9,0.6534,Coupon,1,C41496
102,45050,Sale,25439,1,283370,Sleeping Gear,1,54.76,156,204,0.649,Coupon,0,C99999
102,45050,Sale,25440,1,285604,Backpacks,1,22.66,84,84,0.7302,Full Price,0,C99999
102,45050,Sale,25441,1,276463,Footwear,1,38.48,49,126,0.2147,Clearance,0,C99999
102,45051,Sale,25442,1,283339,Jackets,1,21.76,67,84,0.6752,Coupon,1,C42129
102,45051,Sale,25443,1,285475,Bottoms,1,12.42,31.5,46.9,0.6058,Coupon,0,C99999
102,45051,Sale,25443,2,294809,Sleeping Gear,1,38.4,90,134,0.5733,Coupon,0,C99999
102,45051,Sale,25444,1,283339,Jackets,1,21.76,76,84,0.7137,Coupon,1,C40463
102,45051,Sale,25445,1,285287,Backpacks,1,21.58,65,84,0.668,Coupon,0,C99999
102,45051,Sale,25446,1,276311,Footwear,1,40.72,87,126,0.532,Coupon,0,C99999
102,45051,Sale,25446,2,289032,Backpacks,1,25.46,65,95,0.6083,Coupon,0,C99999
102,45051,Sale,25447,1,295982,Footwear,1,32.56,68,101,0.5212,Coupon,0,C99999
102,45051,Sale,25448,1,283338,Jackets,1,21.76,63,84,0.6546,Coupon,1,C41882
102,45051,Sale,25448,2,285640,Backpacks,1,22.62,63,84,0.641,Coupon,1,C41882
102,45051,Sale,25449,1,292576,Travel,1,24.14,77,102,0.6865,Coupon,1,C40311
102,45051,Sale,25449,2,292762,Sleeping Gear,1,46.64,144,190,0.6761,Coupon,1,C40311
102,45051,Sale,25450,1,292645,Travel,1,22.16,72,95,0.6922,Coupon,1,C42221
102,45051,Sale,25451,2,275707,Backpacks,1,20.1,68,77,0.7044,Coupon,1,C41781
102,45051,Sale,25451,5,281576,Backpacks,1,20.14,77,84,0.7384,Coupon,1,C41781
102,45051,Sale,25452,1,283340,Jackets,1,21.76,66,84,0.6703,Coupon,0,C99999
102,45051,Sale,25453,1,300065,Sleeping Gear,1,47.28,160,204,0.7045,Coupon,0,C99999
102,45051,Sale,25454,1,282943,Tops,1,14.77,23.39,57,0.3684,Clearance,0,C99999
102,45051,Sale,25455,1,301567,Jackets,1,22.06,64,84,0.6553,Coupon,1,C41841
102,45051,Sale,25455,2,294941,Bottoms,1,13.58,41.3,53.9,0.6712,Coupon,1,C41841
102,45051,Sale,25456,1,285189,Footwear,1,32.95,47,116,0.2989,Coupon,1,C40044
102,45051,Sale,25457,1,283340,Jackets,1,21.76,58,84,0.6248,Coupon,0,C99999
102,45051,Sale,25457,2,278844,Sleeping Gear,1,47.88,130,190,0.6317,Coupon,0,C99999
102,45051,Sale,25458,1,294943,Bottoms,1,13.58,39.9,53.9,0.6596,Coupon,1,C40594
102,45051,Sale,25459,1,273021,Footwear,1,31.22,36,101,0.1328,Clearance,1,C41976
102,45051,Sale,25459,2,295709,Backpacks,1,20.5,57,84,0.6404,Coupon,1,C41976
102,45051,Sale,25459,4,288981,Backpacks,1,20.88,57,84,0.6337,Coupon,1,C41976
102,45051,Sale,25460,1,285839,Jackets,1,22.26,76,84,0.7071,Coupon,1,C41286
102,45051,Sale,25461,1,285599,Jackets,1,20.26,53,77,0.6177,Coupon,1,C40570
102,45051,Sale,25461,2,285535,Footwear,1,39.18,87,126,0.5497,Coupon,1,C40570
102,45051,Sale,25462,1,292600,Jackets,1,20.72,53,88,0.6091,Markdown,0,C99999
102,45051,Sale,25463,1,285560,Jackets,1,22.16,68,84,0.6741,Coupon,0,C99999
102,45051,Sale,25464,1,292571,Travel,1,23.54,72,95,0.6731,Coupon,1,C42402
102,45051,Sale,25464,2,285605,Backpacks,1,22.66,64,84,0.6459,Coupon,1,C42402
102,45051,Sale,25465,1,291250,Backpacks,1,22.66,65,84,0.6514,Coupon,1,C42202
102,45051,Sale,25466,1,285550,Footwear,1,39.36,63,126,0.3752,Coupon,1,C41093
102,45051,Sale,25466,2,281582,Backpacks,1,24.14,47,105,0.4864,Markdown,1,C41093
102,45051,Sale,25466,3,294941,Bottoms,1,13.58,27.3,53.9,0.5026,Coupon,1,C41093
102,45051,Sale,25467,2,260917,Backpacks,1,25.34,19.98,84,-0.2683,Clearance,0,C99999
102,45051,Sale,25467,3,283220,Backpacks,1,23.04,84,84,0.7257,Full Price,0,C99999
102,45051,Sale,25468,1,297170,Footwear,1,45.76,96,126,0.5233,Coupon,1,C41749
102,45051,Sale,25468,2,285153,Footwear,1,32.95,89,116,0.6298,Coupon,1,C41749
102,45052,Sale,25469,1,281476,Jackets,1,20.68,77,77,0.7314,Full Price,0,C99999
102,45052,Sale,25470,1,285151,Footwear,1,32.95,89,116,0.6298,Coupon,1,C41143
102,45052,Sale,25470,2,294897,Sleeping Gear,1,41.8,128,168,0.6734,Coupon,1,C41143
102,45052,Sale,25471,1,285501,Travel,1,25.12,95,98,0.7356,Markdown,0,C99999
102,45052,Sale,25472,1,287346,Travel,1,25.52,91,105,0.7196,Markdown,1,C41313
102,45052,Sale,25473,1,301569,Jackets,1,22.06,73,84,0.6978,Coupon,1,C42408
102,45052,Sale,25473,4,285288,Backpacks,1,21.58,73,84,0.7044,Coupon,1,C42408
102,45052,Sale,25474,1,283381,Sleeping Gear,1,58.72,184,204,0.6809,Coupon,0,C99999
102,45052,Sale,25475,1,276312,Footwear,1,40.72,126,126,0.6768,Full Price,1,C42077
102,45052,Sale,25475,2,279142,Backpacks,1,20.68,60,77,0.6553,Coupon,1,C42077
102,45052,Sale,25475,3,292795,Sleeping Gear,1,58.12,160,204,0.6368,Coupon,1,C42077
102,45052,Sale,25475,4,285636,Backpacks,1,24.62,73,95,0.6627,Coupon,1,C42077
102,45052,Sale,25475,5,279176,Backpacks,1,24.92,38.98,95,0.3607,Clearance,1,C42077
102,45052,Sale,25476,1,283388,Backpacks,1,22.66,51,88,0.5557,Markdown,0,C99999
102,45052,Sale,25476,2,285304,Backpacks,1,24.62,58,95,0.5755,Coupon,0,C99999
102,45052,Sale,25477,1,271041,Tops,1,8.76,10.19,40.2,0.1402,Clearance,0,C99999
102,45052,Sale,25478,1,292751,Sleeping Gear,1,47.48,190,190,0.7501,Full Price,1,C40331
102,45052,Sale,25479,1,278543,Jackets,1,21.86,57,84,0.6165,Coupon,1,C42424
102,45052,Sale,25480,1,285634,Backpacks,1,24.62,69,95,0.6432,Coupon,1,C40198
102,45052,Sale,25481,1,279091,Backpacks,1,21.58,60,88,0.6403,Markdown,0,C99999
102,45052,Sale,25481,2,285305,Backpacks,1,24.62,73,95,0.6627,Coupon,0,C99999
102,45052,Sale,25482,1,283354,Backpacks,1,21.96,65,84,0.6622,Coupon,1,C41861
102,45052,Sale,25482,2,292609,Travel,1,24.42,79,102,0.6909,Coupon,1,C41861
102,45052,Sale,25483,1,285551,Footwear,1,39.36,126,126,0.6876,Full Price,0,C99999
102,45052,Sale,25484,1,294944,Bottoms,1,13.58,42,53.9,0.6767,Coupon,0,C99999
102,45052,Sale,25485,1,297164,Footwear,1,45.76,96,126,0.5233,Coupon,1,C41475
102,45052,Sale,25485,2,279205,Backpacks,1,26.96,72,95,0.6256,Coupon,1,C41475
102,45052,Sale,25486,1,292597,Jackets,1,20,77,77,0.7403,Full Price,1,C42028
102,45052,Sale,25487,1,287322,Sleeping Gear,1,45.32,138,190,0.6716,Coupon,0,C99999
102,45052,Sale,25487,2,285188,Footwear,1,32.95,104,116,0.6832,Coupon,0,C99999
102,45052,Sale,25488,1,292578,Travel,1,24.14,72,102,0.6647,Coupon,1,C41798
102,45052,Sale,25488,3,294942,Bottoms,1,13.58,37.8,53.9,0.6407,Coupon,1,C41798
102,45052,Sale,25489,1,295984,Footwear,1,32.56,101,101,0.6776,Full Price,0,C99999
102,45052,Sale,25489,3,274837,Footwear,1,52.69,137,153,0.6154,Coupon,0,C99999
102,45053,Sale,25490,1,276620,Backpacks,1,25.42,59,95,0.5692,Coupon,1,C41676
102,45053,Sale,25491,1,285491,Jackets,1,22.36,65,84,0.656,Coupon,1,C41392
102,45053,Sale,25492,1,301548,Travel,1,24.82,76,95,0.6734,Coupon,1,C41804
102,45053,Sale,25493,1,282858,Footwear,1,38.16,116,116,0.671,Full Price,0,C99999
102,45053,Sale,25494,1,301549,Travel,1,24.82,85,95,0.708,Coupon,0,C99999
102,45053,Sale,25495,1,243789,Tops,1,13,7.79,50.4,-0.6687,Clearance,0,C99999
102,45053,Sale,25496,1,285480,Tops,1,10.66,40.2,40.2,0.7349,Full Price,0,C99999
102,45053,Sale,25497,2,285837,Jackets,1,22.26,76,84,0.7071,Coupon,0,C99999
102,45053,Sale,25498,1,296018,Bottoms,1,12.6,36.4,46.9,0.6538,Coupon,0,C99999
102,45053,Sale,25498,2,295747,Backpacks,1,20.5,65,84,0.6846,Coupon,0,C99999
102,45053,Sale,25499,1,276312,Footwear,1,40.72,126,126,0.6768,Full Price,0,C99999
102,45053,Sale,25500,1,285838,Jackets,1,22.26,76,84,0.7071,Coupon,0,C99999
102,45053,Sale,25501,1,288552,Travel,1,25.52,77,102,0.6686,Coupon,1,C42106
102,45053,Sale,25502,1,283217,Backpacks,1,22.86,58,84,0.6059,Coupon,0,C99999
102,45053,Sale,25502,2,285851,Sleeping Gear,1,49.24,130,190,0.6212,Coupon,0,C99999
102,45053,Sale,25503,1,295127,Travel,1,24.8,76,95,0.6737,Coupon,1,C40842
102,45053,Sale,25504,1,283387,Backpacks,1,22.66,84,88,0.7302,Markdown,1,C41948
102,45053,Sale,25505,1,291250,Backpacks,1,22.66,75,84,0.6979,Coupon,1,C41758
102,45053,Sale,25506,2,285536,Footwear,1,39.18,86,126,0.5444,Coupon,1,C40521
102,45053,Sale,25506,3,285840,Jackets,1,22.26,57,84,0.6095,Coupon,1,C40521
102,45053,Sale,25507,1,294942,Bottoms,1,13.58,41.3,53.9,0.6712,Coupon,1,C41125
102,45053,Sale,25508,1,285598,Jackets,1,20.26,52,77,0.6104,Coupon,1,C40201
102,45053,Sale,25509,1,273020,Footwear,1,31.22,39,101,0.1995,Clearance,1,C41465
102,45053,Sale,25509,2,292679,Tops,1,13.86,46.2,46.2,0.7,Full Price,1,C41465
102,45053,Sale,25510,2,278985,Sleeping Gear,1,44.12,65.96,168,0.3311,Clearance,1,C40234
102,45053,Sale,25511,1,297163,Footwear,1,45.76,110,126,0.584,Coupon,0,C99999
102,45053,Sale,25512,1,301892,Backpacks,1,20.2,51,84,0.6039,Coupon,0,C99999
102,45053,Sale,25512,2,281471,Jackets,1,22.64,51,84,0.5561,Coupon,0,C99999
102,45054,Sale,25513,1,276358,Backpacks,1,25.62,95,95,0.7303,Full Price,0,C99999
102,45054,Sale,25514,1,285859,Jackets,1,22.26,74,84,0.6992,Coupon,1,C41668
102,45054,Sale,25515,1,285287,Backpacks,1,21.58,76,84,0.7161,Coupon,1,C41751
102,45054,Sale,25516,2,285563,Backpacks,1,23.34,69,84,0.6617,Coupon,1,C42280
102,45054,Sale,25517,2,283215,Backpacks,1,22.86,71,84,0.678,Coupon,0,C99999
102,45054,Sale,25517,3,292808,Sleeping Gear,1,47.08,174,190,0.7294,Coupon,0,C99999
102,45054,Sale,25517,4,295739,Backpacks,1,20.5,71,84,0.7113,Coupon,0,C99999
102,45054,Sale,25518,1,287326,Tops,1,13.01,45.6,50.4,0.7147,Coupon,0,C99999
102,45054,Sale,25519,1,285606,Backpacks,2,22.66,158,84,0.7132,Coupon,1,C41656
102,45054,Sale,25519,2,294824,Sleeping Gear,2,38.4,248,134,0.6903,Coupon,1,C41656
102,45055,Sale,25520,2,288458,Backpacks,1,22.06,71,84,0.6893,Coupon,0,C99999
102,45055,Sale,25521,1,279204,Backpacks,1,26.96,75,95,0.6405,Coupon,1,C40392
102,45055,Sale,25522,1,276278,Swimwear,1,22.06,84,98,0.7374,Markdown,0,C99999
102,45055,Sale,25523,1,248873,Travel,1,24.62,15.98,95,-0.5407,Clearance,1,C41964
102,45055,Sale,25523,2,285486,Backpacks,1,20.66,59,77,0.6498,Coupon,1,C41964
102,45055,Sale,25523,3,292632,Jackets,1,19.9,69,77,0.7116,Coupon,1,C41964
102,45055,Sale,25524,1,267785,Footwear,1,39.18,36,126,-0.0883,Clearance,0,C99999
102,45055,Sale,25525,1,292584,Travel,1,24.14,95,95,0.7459,Full Price,0,C99999
102,45055,Sale,25526,1,293751,Travel,1,24.42,85,102,0.7127,Coupon,0,C99999
102,45055,Sale,25527,1,285510,Travel,1,25.12,85,98,0.7045,Markdown,0,C99999
102,45055,Sale,25528,1,279362,Sleeping Gear,1,46.08,134,154,0.6561,Coupon,0,C99999
102,45055,Sale,25529,1,283209,Backpacks,1,23.04,65,84,0.6455,Coupon,1,C41151
102,45056,Sale,25530,1,292626,Travel,1,24.62,102,105,0.7586,Markdown,0,C99999
102,45056,Sale,25531,1,299092,Backpacks,1,23.34,76,98,0.6929,Markdown,0,C99999
102,45056,Sale,25532,1,279174,Backpacks,1,24.92,46.98,95,0.4696,Clearance,0,C99999
102,45056,Sale,25533,1,285490,Jackets,1,22.36,72,84,0.6894,Coupon,1,C41944
102,45056,Sale,25533,2,292630,Jackets,1,19.9,66,77,0.6985,Coupon,1,C41944
102,45056,Sale,25534,1,283395,Backpacks,1,21.48,77,84,0.721,Coupon,0,C99999
102,45056,Sale,25534,2,292609,Travel,1,24.42,94,102,0.7402,Coupon,0,C99999
102,45056,Sale,25535,1,289068,Backpacks,1,23.34,84,98,0.7221,Markdown,0,C99999
102,45056,Sale,25536,1,294807,Sleeping Gear,1,38.4,116,134,0.669,Coupon,1,C40499
102,45056,Sale,25537,1,289066,Backpacks,1,23.34,72,98,0.6758,Markdown,1,C41690
102,45056,Sale,25537,2,292636,Travel,1,24.62,81,98,0.696,Markdown,1,C41690
102,45056,Sale,25538,1,283212,Backpacks,1,23.04,76,84,0.6968,Coupon,0,C99999
102,45056,Sale,25539,1,283371,Sleeping Gear,1,54.76,164,204,0.6661,Coupon,1,C42131
102,45056,Sale,25539,2,283216,Backpacks,1,22.86,66,84,0.6536,Coupon,1,C42131
102,45056,Sale,25540,1,301570,Jackets,1,22.06,71,84,0.6893,Coupon,0,C99999
102,45056,Sale,25540,2,295745,Backpacks,1,20.5,71,84,0.7113,Coupon,0,C99999
102,45056,Sale,25541,1,289068,Backpacks,1,23.34,77,98,0.6969,Markdown,0,C99999
102,45056,Sale,25542,1,285288,Backpacks,1,21.58,65,84,0.668,Coupon,1,C40006
102,45056,Sale,25543,1,294897,Sleeping Gear,1,41.8,168,168,0.7512,Full Price,0,C99999
102,45056,Sale,25544,1,288452,Backpacks,1,22.27,66,88,0.6626,Markdown,0,C99999
102,45056,Sale,25545,1,301894,Backpacks,1,20.2,73,84,0.7233,Coupon,1,C40243
102,45056,Sale,25546,1,288454,Backpacks,1,22.24,84,88,0.7352,Markdown,1,C42471
102,45056,Sale,25547,1,292680,Tops,1,13.86,39.6,46.2,0.65,Coupon,0,C99999
102,45056,Sale,25548,1,301576,Jackets,1,22.06,71,84,0.6893,Coupon,1,C40512
102,45057,Sale,25549,1,281476,Jackets,1,20.68,77,77,0.7314,Full Price,0,C99999
102,45057,Sale,25550,1,285337,Footwear,1,35.73,116,116,0.692,Full Price,1,C41205
102,45057,Sale,25550,2,274979,Tops,1,14.48,13.19,50.4,-0.0983,Clearance,1,C41205
102,45057,Sale,25551,2,285671,Backpacks,1,22.66,76,84,0.7018,Coupon,0,C99999
102,45057,Sale,25552,1,267644,Sleeping Gear,1,49.24,51.96,190,0.0523,Clearance,0,C99999
102,45057,Sale,25553,1,297169,Footwear,1,45.76,126,126,0.6368,Full Price,1,C42365
102,45057,Sale,25555,1,278123,Jackets,1,18.72,54,77,0.6533,Coupon,1,C41512
102,45057,Sale,25556,1,292668,Travel,1,22.26,81,95,0.7252,Coupon,0,C99999
102,45057,Sale,25556,2,288987,Backpacks,1,21.1,72,84,0.7069,Coupon,0,C99999
102,45057,Sale,25557,1,277762,Backpacks,1,26.8,25.98,95,-0.0316,Clearance,1,C41614
102,45057,Sale,25557,2,285487,Backpacks,1,20.66,65,77,0.6822,Coupon,1,C41614
102,45057,Sale,25558,1,285551,Footwear,1,39.36,110,126,0.6422,Coupon,1,C42400
102,45057,Sale,25559,1,285858,Jackets,1,22.26,84,84,0.735,Full Price,1,C40972
102,45057,Sale,25560,1,288550,Travel,1,25.52,83,102,0.6925,Coupon,0,C99999
102,45057,Sale,25561,1,295752,Backpacks,1,20.5,70,84,0.7071,Coupon,0,C99999
102,45057,Sale,25562,1,283218,Backpacks,1,22.86,76,84,0.6992,Coupon,0,C99999
102,45057,Sale,25563,1,285557,Jackets,1,22.16,69,84,0.6788,Coupon,0,C99999
102,45057,Sale,25564,1,275706,Backpacks,1,20.1,19.98,77,-0.006,Clearance,1,C40318
102,45057,Sale,25565,1,276623,Backpacks,1,25.42,85,95,0.7009,Coupon,0,C99999
102,45057,Sale,25566,1,285557,Jackets,1,22.16,77,84,0.7122,Coupon,1,C40112
102,45057,Sale,25566,2,288990,Backpacks,1,21.1,77,84,0.726,Coupon,1,C40112
102,45058,Sale,25567,1,283339,Jackets,1,21.76,65,84,0.6652,Coupon,1,C40626
102,45058,Sale,25567,2,292625,Travel,1,24.62,79,105,0.6884,Markdown,1,C40626
102,45058,Sale,25568,2,283392,Backpacks,1,21.48,66,84,0.6745,Coupon,0,C99999
102,45058,Sale,25569,1,279361,Sleeping Gear,1,46.08,134,154,0.6561,Coupon,1,C40697
102,45058,Sale,25570,1,285188,Footwear,1,32.95,96,116,0.6568,Coupon,1,C40775
102,45058,Sale,25571,1,294899,Sleeping Gear,1,41.8,130,168,0.6785,Coupon,0,C99999
102,45058,Sale,25572,1,301568,Jackets,1,22.06,69,84,0.6803,Coupon,0,C99999
102,45058,Sale,25573,1,282083,Sleeping Gear,1,36.44,138,154,0.7359,Coupon,0,C99999
102,45058,Sale,25574,1,285580,Backpacks,1,24.14,88,95,0.7257,Coupon,0,C99999
102,45058,Sale,25575,1,297157,Footwear,1,45.76,117,126,0.6089,Coupon,0,C99999
102,45058,Sale,25576,1,301547,Travel,1,24.82,76,95,0.6734,Coupon,1,C40302
102,45058,Sale,25577,1,294898,Sleeping Gear,1,41.8,130,168,0.6785,Coupon,0,C99999
102,45058,Sale,25578,1,285513,Travel,1,25.12,95,98,0.7356,Markdown,0,C99999
102,45058,Sale,25579,1,283394,Backpacks,1,21.48,65,84,0.6695,Coupon,1,C40479
102,45058,Sale,25580,2,283340,Jackets,1,21.76,68,84,0.68,Coupon,1,C42301
102,45058,Sale,25580,3,295741,Backpacks,1,20.5,76,84,0.7303,Coupon,1,C42301
102,45058,Sale,25581,2,287048,Footwear,1,39.36,126,126,0.6876,Full Price,1,C42203
102,45058,Sale,25582,1,282940,Tops,1,14.77,15.59,57,0.0523,Clearance,0,C99999
102,45058,Sale,25584,1,285504,Travel,1,25.12,84,98,0.701,Markdown,1,C40908
102,45059,Sale,25585,1,292795,Sleeping Gear,1,58.12,204,204,0.7151,Full Price,0,C99999
102,45059,Sale,25586,1,296010,Bottoms,1,12.6,36.4,46.9,0.6538,Coupon,1,C40891
102,45059,Sale,25587,1,288461,Backpacks,1,22.06,67,84,0.6707,Coupon,1,C41026
102,45059,Sale,25588,1,292664,Travel,1,22.26,60,95,0.629,Coupon,1,C40267
102,45059,Sale,25588,2,292626,Travel,1,24.62,69,105,0.6432,Markdown,1,C40267
102,45059,Sale,25588,3,285524,Backpacks,1,22.66,51,84,0.5557,Coupon,1,C40267
102,45059,Sale,25588,4,285559,Jackets,1,22.16,51,84,0.5655,Coupon,1,C40267
102,45059,Sale,25588,5,295739,Backpacks,1,20.5,51,84,0.598,Coupon,1,C40267
102,45059,Sale,25589,1,285493,Jackets,1,22.36,68,84,0.6712,Coupon,0,C99999
102,45059,Sale,25590,1,296017,Bottoms,1,12.6,40.6,46.9,0.6897,Coupon,1,C41244
102,45059,Sale,25590,2,279362,Sleeping Gear,1,46.08,154,154,0.7008,Full Price,1,C41244
102,45059,Sale,25590,3,292760,Sleeping Gear,1,46.64,166,190,0.719,Coupon,1,C41244
102,45059,Sale,25591,1,292577,Travel,1,24.14,88,102,0.7257,Coupon,0,C99999
102,45059,Sale,25591,3,277114,Footwear,1,33.97,101,116,0.6637,Coupon,0,C99999
102,45059,Sale,25592,1,297265,Swimwear,1,18.5,71,77,0.7394,Coupon,0,C99999
102,45059,Sale,25593,1,283378,Sleeping Gear,1,58.72,180,204,0.6738,Coupon,0,C99999
102,45059,Sale,25594,1,282942,Tops,1,14.77,15.59,57,0.0523,Clearance,0,C99999
102,45059,Sale,25595,1,282943,Tops,1,14.77,15.59,57,0.0523,Clearance,1,C40365
102,45059,Sale,25596,1,285558,Jackets,1,22.16,71,84,0.6879,Coupon,1,C40720
102,45059,Sale,25596,2,295746,Backpacks,1,20.5,71,84,0.7113,Coupon,1,C40720
102,45059,Sale,25597,1,283335,Backpacks,1,22.86,84,84,0.7279,Full Price,0,C99999
102,45059,Sale,25598,1,285491,Jackets,1,22.36,66,84,0.6612,Coupon,1,C41597
102,45059,Sale,25599,1,294986,Bottoms,1,13.44,46.2,53.9,0.7091,Coupon,0,C99999
102,45059,Sale,25600,1,266348,Backpacks,1,21.96,12.98,84,-0.6918,Clearance,1,C40431
102,45059,Sale,25601,1,283338,Jackets,1,21.76,84,84,0.741,Full Price,0,C99999
102,45059,Sale,25602,1,294808,Sleeping Gear,1,38.4,116,134,0.669,Coupon,0,C99999
102,45059,Sale,25603,1,291253,Backpacks,1,22.66,74,84,0.6938,Coupon,0,C99999
102,45059,Sale,25604,1,292681,Tops,1,13.86,39,46.2,0.6446,Coupon,1,C40817
102,45059,Sale,25605,1,273019,Footwear,1,31.22,25,101,-0.2488,Clearance,1,C42154
102,45059,Sale,25606,1,285551,Footwear,1,39.36,111,126,0.6454,Coupon,0,C99999
102,45059,Sale,25607,1,285493,Jackets,1,22.36,73,84,0.6937,Coupon,0,C99999
102,45059,Sale,25608,1,281488,Jackets,1,20.7,67,77,0.691,Coupon,1,C41131
102,45059,Sale,25608,2,292627,Travel,1,24.62,88,105,0.7202,Markdown,1,C41131
102,45059,Sale,25608,3,278996,Tops,1,12.95,50.4,50.4,0.7431,Full Price,1,C41131
102,45059,Sale,25609,1,227748,Jackets,1,24.62,83,95,0.7034,Coupon,1,C40858
102,45060,Sale,25610,1,289067,Backpacks,1,23.34,71,98,0.6713,Markdown,0,C99999
102,45060,Sale,25611,1,283372,Sleeping Gear,1,54.76,204,204,0.7316,Full Price,0,C99999
102,45060,Sale,25612,1,278545,Jackets,1,21.86,19.98,84,-0.0941,Clearance,0,C99999
102,45060,Sale,25613,1,276343,Backpacks,1,26.1,23.98,95,-0.0884,Clearance,0,C99999
102,45060,Sale,25614,1,285552,Footwear,1,39.36,108,126,0.6356,Coupon,0,C99999
102,45060,Sale,25614,2,277118,Footwear,1,33.97,99,116,0.6569,Coupon,0,C99999
102,45060,Sale,25615,1,292584,Travel,1,24.14,85,95,0.716,Coupon,0,C99999
